CIK,CompanyName,Category,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Mean_TH,Haven_Aggressiveness
1010470,Provident Financial Holdings,"Finance, Insurance, And Real Estate",1175.549,1055.092,NA,NA,8.696,NA,3.396,0,1
1127371,Central Valley Cmnty Bancorp,"Finance, Insurance, And Real Estate",1537.836,1318.098,NA,NA,8.484,NA,6.62,0,1
1012771,Fbl Financial Group Inc-Cl A,"Finance, Insurance, And Real Estate",9833.63,8649.371,NA,NA,38.5,NA,11.65,0,1
1013857,Pegasystems Inc,Services,982.553,361.022,-27.494,15.951,36.635,10.313,-22.16,0.143,1
1001601,Mgt Capital Investments Inc,Services,0.523,2.398,NA,NA,0,0,0,0,1
1013934,Strategic Education Inc,Services,1661.029,235.805,NA,NA,122.677,0,-3.468,0,1
1013880,Ttec Holdings Inc,Services,1054.508,701.659,-13.926,70.164,161.523,18.933,16.483,0.111,1
1090425,Lamar Advertising Co  -Cl A,"Finance, Insurance, And Real Estate",4544.641,3412.857,317.695,-1.766,1295.048,1.592,10.697,0.062,1
912463,Guess Inc,Manufacturing,1649.205,790.707,97.885,-51.177,315.558,3.385,29.542,0.312,2
1016281,Carriage Services Inc,Services,917.502,696.01,NA,NA,260.838,0,6.621,0,1
1014739,Bioscrip Inc,Services,583.938,634.653,NA,NA,28.788,0,0.568,0,1
1015780,E Trade Financial Corp,"Finance, Insurance, And Real Estate",65003,58441,NA,NA,281,0,366,0.5,3
861878,Stericycle Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",6455.5,3858.4,-189.1,-86.3,743.5,8.5,-29.8,0.222,2
1003201,Mma Capital Holdings,"Finance, Insurance, And Real Estate",364.386,151.476,NA,NA,3.769,0,0.032,0.25,2
1018164,Willis Lease Finance Corp,Services,1934.943,1598.602,55.117,1.157,1700.814,0.622,13.043,0.333,2
916457,Calpine Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",16062,13006,47,27,12442,-3,64,0,1
873860,Ocwen Financial Corp,"Finance, Insurance, And Real Estate",9394.216,8839.511,NA,NA,33.417,NA,0.529,0,1
1018840,Abercrombie & Fitch  -Cl A,Retail Trade,2385.593,1166.972,53.858,62.509,694.855,20.508,37.559,0.32,2
1593034,Endo International Plc,Manufacturing,10132.393,10630.676,-1342.86,404.028,498.892,8.278,22.935,0.2,1
831547,Spectrum Pharmaceuticals Inc,Manufacturing,390.886,107.624,-125.177,5.167,0.385,0,0.001,0.333,2
1019737,Navigant Consulting Inc,Services,917.547,204.994,25.106,-1.023,63.025,1.141,8.9,0.333,2
1166928,West Bancorporation Inc,"Finance, Insurance, And Real Estate",2296.568,2105.545,NA,NA,21.491,NA,6.56,0,1
1015328,Wintrust Financial Corp,"Finance, Insurance, And Real Estate",31244.849,27977.279,NA,NA,671.169,NA,116.967,0,1
1019849,Penske Automotive Group Inc,Retail Trade,10904.5,8269.8,390.3,213.8,2250,46.9,134.3,0.125,1
896264,Usana Health Sciences Inc,Manufacturing,554.463,163.317,1.475,190.035,92.025,64.342,65.286,0.412,3
6885,Stage Stores Inc,Retail Trade,744.161,489.636,-87.276,0,224.803,0,0.438,0,1
1021860,National Oilwell Varco Inc,Manufacturing,19796,5907,-168,209,2797,134,63,0.323,2
1020859,United Natural Foods Inc,Wholesale Trade,2964.472,1118.517,205.345,7.4,571.146,2.374,47.075,0.167,1
1021270,Famous Daves Of America Inc,Retail Trade,38.356,15.815,5.37,0.221,10.385,0.077,0.729,0,1
1019671,Seachange International Inc,Services,78.743,23.643,-16.087,-23.933,7.192,-1.882,-2.018,0.462,3
1006837,Hc2 Holdings Inc,Manufacturing,6503.8,6281.8,179.6,2.7,376.3,1,2.4,0.412,3
1021435,Hopto Inc,Services,1.201,2.39,NA,NA,0,0.001,0.001,0.5,3
1022671,Steel Dynamics Inc,Manufacturing,7703.563,3816.334,NA,NA,2945.767,NA,363.969,0,1
1022321,Genesis Energy  -Lp,Wholesale Trade,6479.071,4037.071,NA,NA,4977.514,0,1.498,0,1
797721,Viasat Inc,Manufacturing,3915.287,1999.209,-102.643,-7.838,2125.29,1.619,-41.014,0.263,2
1022079,Quest Diagnostics Inc,Services,11003,5659,900,-1,1288,1,182,0.083,1
1023128,Lithia Motors Inc  -Cl A,Retail Trade,5384,4186.8,NA,NA,1448,0,71.8,0.045,1
1137547,United Security Bancshars Ca,"Finance, Insurance, And Real Estate",933.058,823.818,NA,NA,9.837,NA,5.332,0,1
1024795,Helios Technologies Inc,Manufacturing,1042.165,511.397,44.693,11.702,126.868,3.707,9.665,0.143,1
1000753,Insperity Inc,Services,1191.816,1114.14,NA,NA,117.213,0,46.947,0.25,2
1025996,Kilroy Realty Corp,"Finance, Insurance, And Real Estate",7765.707,3564.446,NA,NA,36.833,0,0,0,1
812011,Vail Resorts Inc,Services,4064.984,2253.321,264.379,75.713,1726.604,18.436,-61.138,0.042,1
849869,Silgan Holdings Inc,Manufacturing,4579.294,3698.029,215.354,77.947,1517.51,24.385,69.307,0.3,2
1170010,Carmax Inc,Retail Trade,18717.867,15360.839,NA,NA,2828.058,0,270.393,0.5,3
1675820,Tivo Corp,Services,2760.303,1267.362,-350.017,11.006,53.586,14.136,14.052,0.308,2
1029199,Euronet Worldwide Inc,"Finance, Insurance, And Real Estate",3321.155,2088.313,35.467,259.449,291.869,70.244,62.785,0.265,2
1031235,Global Self Storage Inc,"Finance, Insurance, And Real Estate",NA,NA,NA,NA,NA,NA,NA,0,1
1173431,Td Ameritrade Holding Corp,"Finance, Insurance, And Real Estate",37520,29517,NA,NA,792,0,414,0.375,2
946581,Take-Two Interactive Sftwr,Services,4243.065,2202.485,134.265,98.52,127.882,22.274,-101.052,0.333,2
1033012,Flagstar Bancorp Inc,"Finance, Insurance, And Real Estate",18531,16961,NA,NA,390,NA,45,0,1
1011570,Knoll Inc,Manufacturing,1226.949,840.439,67.24,30.911,214.953,13.673,24.896,0.222,2
1018724,Amazon.com Inc,Retail Trade,162648,119099,11157,104,61797,563,1197,0,1
857855,United Community Banks Inc,"Finance, Insurance, And Real Estate",12573.192,11115.638,NA,NA,206.14,NA,49.815,0,1
1035443,Alexandria R E Equities Inc,"Finance, Insurance, And Real Estate",14464.956,6570.242,NA,NA,95.811,0,0,0,1
1604778,Qorvo Inc,Manufacturing,5808.024,1448.345,-297.975,389.767,1366.513,46.267,-41.333,0.333,2
873303,Sarepta Therapeutics Inc,Manufacturing,1642.075,609.799,-309.294,-53.316,97.024,0.311,-0.692,0.5,3
1037038,Ralph Lauren Corp,Manufacturing,5942.8,2655.6,66.6,515.9,1039.2,93.9,151.6,0.6,3
1032220,Maximus Inc,Services,1462,375.581,248.36,50.849,77.544,15.895,78.393,0.143,1
1037540,Boston Properties Inc,"Finance, Insurance, And Real Estate",20256.477,12042.509,NA,NA,NA,0,0,0.143,1
1035983,Comfort Systems Usa Inc,Construction,1062.564,564.517,NA,NA,99.618,0,35.773,0.04,1
866829,Helix Energy Solutions Group,Mining,2347.73,729.951,-28.838,59.836,1826.745,NA,2.4,0.222,2
1389050,Archrock Inc,Manufacturing,2552.515,1710.941,NA,NA,2171.038,0,6.15,0,1
882508,Quicklogic Corp,Manufacturing,36.086,18.831,-13.982,0.355,1.449,0.169,0.152,0.333,2
28385,Detroit Edison Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",22529,15736,NA,NA,15437,NA,193,0,1
1037976,Jones Lang Lasalle Inc,"Finance, Insurance, And Real Estate",10025.5,6291,101.3,604.7,567.9,145.3,214.3,0.342,2
1077771,Umpqua Holdings Corp,"Finance, Insurance, And Real Estate",26939.781,22883.339,NA,NA,227.423,NA,106.423,0,1
909108,Diamond Hill Investment Grp,"Finance, Insurance, And Real Estate",325.728,67.472,NA,NA,3.68,0,18.67,0,1
1437578,Bright Horizons Family Soltn,Services,2524.306,1744.829,157.533,34.054,597.141,3.935,33.606,0.143,1
1040971,Sl Green Realty Corp,"Finance, Insurance, And Real Estate",12751.358,6115.271,NA,NA,NA,0,0,0,1
928576,Midamerican Energy Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",17920,11474,NA,NA,16153,NA,-255,0,1
1041803,Pricesmart Inc,Retail Trade,1216.392,457.754,19.723,102.865,594.403,30.389,48.177,0.562,3
798528,Odyssey Marine Exploration,"Transportation, Communications, Electric, Gas, And Sanitary Services",5.473,46.67,NA,NA,0.118,0,0,0.4,2
1113256,Meritor Inc,Manufacturing,2726,2408,85,193,483,51,149,0.308,2
1041061,Yum Brands Inc,Retail Trade,4130,12056,726,1113,1237,181,297,0.25,2
917491,Faro Technologies Inc,Manufacturing,506.244,129.635,-1.723,6.281,30.417,1.394,-0.372,0.45,3
1023860,Stewardship Financial Corp,"Finance, Insurance, And Real Estate",955.63,875.48,NA,NA,7.007,NA,3.02,1,5
1141807,1st Constitution Bancorp,"Finance, Insurance, And Real Estate",1177.833,1050.748,NA,NA,11.653,NA,4.317,0.5,3
1041514,Net 1 Ueps Technologies Inc,Services,1219.29,373.188,131.366,-31,27.054,59.784,48.627,0.25,2
1036044,Identiv Inc,Manufacturing,66.306,32.606,-6.33,1.782,2.624,0.152,0.155,0.25,2
1043219,Annaly Capital Management,"Finance, Insurance, And Real Estate",105787.527,91669.726,NA,NA,NA,NA,-2.375,0.2,1
1043337,Stoneridge Inc,Manufacturing,559.519,276.253,32.907,32.151,112.213,NA,11.21,0.222,2
1046102,Ritchie Bros Auctioneers Inc,Services,2052.396,1215.763,49.688,102.824,486.599,11.558,31.006,0.222,2
1039065,Osi Systems Inc,Manufacturing,1255.691,766.255,-40.335,77.189,115.524,30.643,65.981,0.333,2
1043277,C H Robinson Worldwide Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",4427.412,2832.325,738.927,141.346,228.301,39.83,215.768,0.333,2
1046311,Choice Hotels Intl Inc,"Finance, Insurance, And Real Estate",1138.37,1322.142,251.056,22.202,127.535,1.471,56.903,0.125,1
1042893,Dril-Quip Inc,Manufacturing,1192.51,96.348,-120.784,5.795,274.123,9.163,-19.294,0.333,2
911177,Casella Waste Sys Inc  -Cl A,"Transportation, Communications, Electric, Gas, And Sanitary Services",732.41,748.242,NA,NA,404.577,0,-0.384,0.111,1
1045450,Epr Properties,"Finance, Insurance, And Real Estate",6131.39,3266.367,NA,NA,NA,1.069,2.285,0,1
1029730,Ladenburg Thalmann Finl Serv,"Finance, Insurance, And Real Estate",740.904,487.727,NA,NA,29.994,0,13.379,0,1
1043000,Capital Senior Living Corp,Services,1149.144,1113.879,NA,NA,1059.049,0,-1.771,0,1
1037646,Mettler-Toledo Intl Inc,Manufacturing,2618.847,2028.784,60.043,591.815,717.526,128.45,139.247,0.279,2
1412665,Midwestone Financial Group,"Finance, Insurance, And Real Estate",3291.48,2934.413,NA,NA,75.773,NA,7.617,0,1
1043509,Sonic Automotive Inc  -Cl A,Retail Trade,3796.807,2973.691,NA,NA,1178.489,0,22.922,0.056,1
1028954,Sb One Bancorp,"Finance, Insurance, And Real Estate",1795.703,1610.259,NA,NA,19.215,NA,3.059,0.5,3
1001115,Geospace Technologies Corp,Manufacturing,199.08,22.493,-19.231,-0.561,73.169,0.051,-0.58,0,1
1046327,Realnetworks Inc,Services,80.319,23.479,-16.144,-6.643,2.754,0.367,2.202,0.417,3
720154,Bioanalytical Systems Inc,Services,31.268,20.384,NA,NA,16.61,0,-0.06,0,1
1011509,Golden Minerals Co,Mining,12.644,5.007,-1.93,-0.002,7.109,0.013,0.013,0,1
883107,Nanophase Technologies Corp,Manufacturing,6.569,5.185,NA,NA,1.865,0,0,0,1
1005201,Assertio Therapeutics Inc,Manufacturing,932.866,712.531,NA,NA,13.064,0,1.067,0.5,3
1046257,Ingredion Inc,Manufacturing,5728,3320,121,500,2198,172,167,0.382,2
833640,Power Integrations Inc,Manufacturing,588.697,61.625,-6.529,66.293,114.117,0.938,-10.22,0.455,3
1505497,Biorestorative Therapies Inc,Manufacturing,1.192,9.833,-12.518,0,0.175,0,0,0,1
1067701,United Rentals Inc,Services,18133,14730,1405,71,10214,18,380,0,1
1209028,Arlington Asset Investment,"Finance, Insurance, And Real Estate",4099.45,3825.006,NA,NA,0,0,0.733,0,1
1013272,Norwood Financial Corp,"Finance, Insurance, And Real Estate",1184.559,1062.274,NA,NA,13.846,NA,2.553,0,1
1128361,Hope Bancorp Inc,"Finance, Insurance, And Real Estate",15305.952,13402.741,NA,NA,53.794,NA,65.892,0,1
1045425,Rait Financial Trust,"Finance, Insurance, And Real Estate",733.764,665.258,NA,NA,NA,0,0.186,0.222,2
1046025,Heritage Financial Corp,"Finance, Insurance, And Real Estate",5316.927,4556.204,NA,NA,81.1,NA,11.03,0,1
1046050,Timberland Bancorp Inc,"Finance, Insurance, And Real Estate",1018.29,893.633,NA,NA,18.953,NA,5.701,0,1
879635,Mid Penn Bancorp Inc,"Finance, Insurance, And Real Estate",2077.981,1854.772,NA,NA,25.303,NA,2.129,0,1
1050825,Steelcase Inc,Manufacturing,2142.4,1292.6,119.4,44.5,455.5,14.6,37.9,0,1
1025378,W P Carey Inc,"Finance, Insurance, And Real Estate",14183.039,7352.984,NA,NA,2.542,16.791,14.411,0.125,1
1041024,Rockwell Medical Inc,Manufacturing,52.558,25.281,NA,NA,2.638,0,0,0,1
1014473,Verisign Inc,Services,1914.504,3299.978,420.597,308.919,253.905,76.199,147.027,0.417,3
1048268,Ies Holdings Inc,Construction,421.994,198.355,NA,NA,25.364,0,38.151,0,1
1046568,Career Education Corp,Services,482.493,127.29,NA,NA,30.048,0,18.561,0,1
1049521,Mercury Systems Inc,Manufacturing,1064.48,292.589,43.368,-0.795,50.98,0.186,1.69,0.222,2
1050915,Quanta Services Inc,Construction,7075.787,3470.334,318.635,139.031,1276.032,23.209,161.659,0.174,1
803164,Choiceone Financial Services,"Finance, Insurance, And Real Estate",670.544,590.067,NA,NA,15.879,NA,1.155,0,1
1050377,Pc Connection Inc,Retail Trade,805.355,279.452,NA,NA,51.799,0,24.072,0,1
924717,Surmodics Inc,Services,164.135,55.525,NA,NA,30.143,0.041,-3.075,0,1
1052100,Waddell&Reed Finl Inc  -Cl A,"Finance, Insurance, And Real Estate",1344.079,449.166,NA,NA,63.429,0.001,55.48,0,1
1049606,Compx International Inc,Manufacturing,166.429,16.867,NA,NA,31.812,NA,5.15,0,1
1055726,Inovio Pharmaceuticals Inc,Manufacturing,131.113,44.081,NA,NA,15.949,2.17,2.17,0,1
1290677,Turning Point Brands Inc,Manufacturing,339.377,256.754,NA,NA,10.589,0,6.285,0,1
1492633,Nielsen Holdings Plc,Services,15179,12136,3,-885,468,332,-182,0.297,2
1032975,Logitech International Sa,Manufacturing,2024.124,847.785,212.986,58.147,78.552,24.334,13.56,0.2,1
1513761,Norwegian Cruise Line Hldgs,"Transportation, Communications, Electric, Gas, And Sanitary Services",15205.97,9242.969,NA,NA,12119.253,5.371,14.467,0.7,4
1053507,American Tower Corp,"Finance, Insurance, And Real Estate",33010.4,26106,1212.7,-58.1,11247.1,189.7,-110.1,0.29,2
1130144,Sierra Bancorp/Ca,"Finance, Insurance, And Real Estate",2522.502,2249.478,NA,NA,29.5,NA,9.907,0,1
1050797,Columbia Sportswear Co,Manufacturing,2368.721,678.408,224.43,136.287,291.596,28.7,85.769,0.227,2
1041550,Hopfed Bancorp Inc,"Finance, Insurance, And Real Estate",931.399,840.613,NA,NA,21.759,NA,1.067,0,1
919864,Northwest Indiana Bancorp,"Finance, Insurance, And Real Estate",1096.158,994.694,NA,NA,24.824,NA,1.43,0,1
1052595,Red Lion Hotels Corp,Services,249.787,62.871,NA,NA,115.522,NA,-0.071,0,1
846901,Lakeland Bancorp Inc,"Finance, Insurance, And Real Estate",5806.093,5182.354,NA,NA,49.175,NA,16.888,0.5,3
855874,Community Financial Corp,"Finance, Insurance, And Real Estate",1689.227,1534.745,NA,NA,22.922,NA,4.173,0,1
1056696,Manhattan Associates Inc,Services,307.15,160.003,126.542,9.689,14.318,7.018,31.541,0.364,2
1053706,Cra International Inc,Services,370.846,174.374,21.118,7.815,48.088,1.487,6.461,0.143,1
818677,Security Federal Corp,"Finance, Insurance, And Real Estate",912.614,832.096,NA,NA,24.175,NA,1.57,0,1
1047127,Amkor Technology Inc,Manufacturing,4495.447,2639.547,5.535,180.28,2650.448,47.318,56.25,0.583,3
740260,Ventas Inc,"Finance, Insurance, And Real Estate",22584.555,12124.82,NA,NA,NA,1.892,-39.953,0.029,1
1054905,Innospec Inc,Manufacturing,1473.4,647.9,37.1,94.5,196.4,26.6,46.6,0.2,1
1039101,L3 Technologies Inc,Manufacturing,13518,7611,630,294,1169,62,103,0.207,2
1318220,Waste Connections Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",12627.329,6167.141,NA,NA,5168.996,NA,159.986,0,1
1057379,Hackett Group Inc,Services,180.752,57.162,26.04,6.896,19.75,1.565,5.577,0.333,2
1057060,Marinemax Inc,Retail Trade,640.538,287.446,NA,NA,138.716,0,13.968,0.5,3
1055454,School Specialty Inc,Retail Trade,270.676,203.313,NA,NA,31.902,1.484,4.815,0,1
1050446,Microstrategy Inc,Services,855.768,326.037,-18.295,38.777,51.919,6.46,-2.019,0.389,2
706863,Union Bankshares Inc,"Finance, Insurance, And Real Estate",805.337,740.846,NA,NA,16.073,NA,1.187,0,1
1075736,Crexendo Inc,Services,4.549,2.549,NA,NA,0.124,0,0.015,0,1
1050441,Eagle Bancorp Inc/Md,"Finance, Insurance, And Real Estate",8389.137,7280.196,NA,NA,16.851,NA,51.932,0,1
1058290,Cognizant Tech Solutions,Services,15913,4489,947,1850,1394,449,698,0.273,2
1528849,Rh,Retail Trade,1806.034,1828.996,178.016,3.137,863.562,1.27,30.514,0.143,1
1499832,Townsquare Media Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",987.198,645.621,NA,NA,114.251,0,1.589,0,1
1060391,Republic Services Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",21617,13687.5,NA,NA,8020.1,0,283.3,0.068,1
707886,United Community Finl Corp,"Finance, Insurance, And Real Estate",2811.357,2502.023,NA,NA,21.93,NA,8.391,0,1
921557,Republic Bancorp Inc/Ky,"Finance, Insurance, And Real Estate",5240.404,4550.47,NA,NA,43.126,NA,16.411,0,1
898770,Sharps Compliance Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",33.231,8.057,NA,NA,6.572,0,0.021,0,1
1061219,Enterprise Prods Prtnrs  -Lp,Mining,56969.8,32677.6,NA,NA,38737.6,0.5,60.3,0,1
898171,Uwharrie Capital Corp,"Finance, Insurance, And Real Estate",632.304,587.129,NA,NA,14.8,NA,0.579,0,1
1051470,Crown Castle Intl Corp,"Finance, Insurance, And Real Estate",32785,20751,667,23,13676,7,19,0.167,1
1063537,Ricebran Technologies,Manufacturing,30.717,7.006,NA,NA,15.01,0,0.045,0,1
1065088,Ebay Inc,Services,22819,16538,299,2419,1597,245,190,0.375,2
886982,Goldman Sachs Group Inc,"Finance, Insurance, And Real Estate",931796,840043,8235,4378,18317,1302,2022,0.417,3
27879,Delmarva Power & Light Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",4588,3079,NA,NA,3821,NA,22,0.107,1
13372,Nstar Electric Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",11070.459,7297.304,NA,NA,8794.7,NA,148.906,0,1
1065078,Network-1 Technologies Inc,"Finance, Insurance, And Real Estate",60.266,2.061,NA,NA,0,0,2.308,0,1
1068851,Prosperity Bancshares Inc,"Finance, Insurance, And Real Estate",22693.402,18640.578,NA,NA,257.046,NA,81.223,0,1
1070423,Plains All Amer Pipelne  -Lp,Wholesale Trade,25511,13509,NA,NA,14787,63,198,0,1
1051251,J Crew Group Inc,Retail Trade,1221.651,2493.894,NA,NA,243.62,0,-16.55,0.545,3
100826,Union Electric Co,"Transportation, Communications, Electric, Gas, And Sanitary Services",14291,10062,NA,NA,12103,NA,124,0,1
1070524,Greene County Bancorp Inc,"Finance, Insurance, And Real Estate",1151.478,1055.287,NA,NA,13.304,NA,4.095,0,1
1071255,Golden Entertainment Inc,Services,1366.569,1051.417,NA,NA,894.953,0,9.639,0,1
1025835,Enterprise Finl Services Cp,"Finance, Insurance, And Real Estate",5645.662,5041.858,NA,NA,32.109,NA,15.36,0,1
927720,Spanish Broadcasting Sys Inc,"Transportation, Communications, Electric, Gas, And Sanitary Services",444.312,523.691,4.107,5.913,22.414,2.299,-6.471,0.286,2
1070154,Sterling Bancorp,"Finance, Insurance, And Real Estate",31383.307,26954.454,NA,NA,264.194,NA,118.976,0.333,2
1063344,Hersha Hospitality Trust,"Finance, Insurance, And Real Estate",2138.63,1181.107,NA,NA,NA,0,0.267,0,1
1062231,American Axle & Mfg Holdings,Manufacturing,7510.7,6024.4,-549.4,435.5,2514.4,46.5,-57.1,0.208,2
1067837,Entercom Communications Corp,"Transportation, Communications, Electric, Gas, And Sanitary Services",4020.358,2686.098,NA,NA,317.03,0,-4.153,0,1
1521332,Aptiv Plc,Manufacturing,12480,8810,369,965,3179,NA,250,0.273,2
1073349,Bottomline Technologies Inc,Services,635.968,325.036,-0.029,1.154,28.895,1.915,-8.203,0.538,3
1060349,Gamco Investors Inc,"Finance, Insurance, And Real Estate",134.612,125.002,NA,NA,3.757,0,37.463,0.25,2
56679,Korn Ferry,Services,2334.852,1091.465,NA,NA,131.505,NA,29.544,0.327,2
1018399,Enterprise Bancorp Inc/Ma,"Finance, Insurance, And Real Estate",2964.358,2709.061,NA,NA,37.588,NA,8.816,0,1
1023364,Autoweb Inc,Services,57.416,23.901,-39.334,0.512,3.181,0,-0.006,0.333,2
1049502,Mks Instruments Inc,Manufacturing,2614.246,741.059,287.309,193.641,194.367,57.92,88.054,0.412,3
1075531,Booking Holdings Inc,Services,22687,13902,47,4800,656,887,837,0.5,3
1069878,Trex Co Inc,Manufacturing,465.122,122.159,NA,NA,117.144,0,42.289,0,1
1490906,Capitol Federal Finl Inc,"Finance, Insurance, And Real Estate",9449.547,8057.925,NA,NA,96.005,NA,24.979,0,1
1078271,Extreme Networks Inc,Manufacturing,770.248,657.516,-55.197,8.55,78.519,4.456,0.145,0.304,2
1070412,Cnx Resources Corporation,Mining,8592.17,3510.427,NA,NA,6942.444,0,215.557,0,1
1080056,Thestreet Inc,Services,85.742,30.174,NA,NA,1.489,0.056,-22.367,0,1
1073429,U S Concrete Inc,Manufacturing,1371.3,1034.1,43.4,4.7,680.2,0.2,16.8,0.125,1
1048695,F5 Networks Inc,Services,2605.476,1319.984,441.336,162.424,145.042,41.04,150.071,0.5,3
1065837,Skechers U S A Inc,Manufacturing,3228.255,1038.98,16.597,415.287,585.457,53.071,60.611,0.359,2
1082506,Great Elm Capital Group Inc,"Finance, Insurance, And Real Estate",133.587,69.001,-11.67,0,57.203,0,-0.329,0,1
1109546,Pacific Mercantile Bancorp,"Finance, Insurance, And Real Estate",1349.338,1207.964,NA,NA,1.039,NA,-10.752,0,1
1034054,Sba Communications Corp,"Finance, Insurance, And Real Estate",7213.707,10590.53,99.203,-47.519,2786.355,13.756,4.233,0,1
1078099,Meet Group Inc (The),Services,267.852,70.631,NA,NA,4.634,1.213,0.468,0,1
862831,Financial Institutions Inc,"Finance, Insurance, And Real Estate",4311.698,3915.405,NA,NA,42.839,NA,10.006,0,1
